i,Date,Open,High,Low,Close,Volume,n,vw
6544,2021-08-10 16:15:00+00:00,173.65,173.76,173.51,173.53,79308,1575,173.651336
6545,2021-08-10 16:30:00+00:00,173.5,173.64,173.35,173.64,89098,1650,173.454525
6546,2021-08-10 16:45:00+00:00,173.67,173.67,173.46,173.58,75095,1528,173.564603
6547,2021-08-10 17:00:00+00:00,173.57,173.61,173.44,173.44,73538,1368,173.5315
6548,2021-08-10 17:15:00+00:00,173.46,173.49,173.4,173.44,76885,1436,173.44053
6549,2021-08-10 17:30:00+00:00,173.44,173.67,173.44,173.67,78137,1630,173.540608
6550,2021-08-10 17:45:00+00:00,173.65,173.8,173.57,173.8,81200,1613,173.703747
6551,2021-08-10 18:00:00+00:00,173.78,174.02,173.78,173.94,245408,3300,173.901948
6552,2021-08-10 18:15:00+00:00,173.97,174.11,173.87,174.03,75683,1468,174.011102
6553,2021-08-10 18:30:00+00:00,174.03,174.055,173.85,173.86,76160,1401,173.942441
6554,2021-08-10 18:45:00+00:00,173.8638,173.865,173.66,173.725,68248,1389,173.785234
6555,2021-08-10 19:00:00+00:00,173.72,173.84,173.62,173.82,91422,1770,173.729733
6556,2021-08-10 19:15:00+00:00,173.82,173.9,173.79,173.87,102696,1863,173.848783
6557,2021-08-10 19:30:00+00:00,173.885,173.985,173.85,173.9099,130404,2350,173.924446
6558,2021-08-10 19:45:00+00:00,173.9,174.0,173.73,173.75,292631,4495,173.830662
6559,2021-08-10 20:00:00+00:00,173.75,173.77,173.6999,173.6999,583400,51,173.769936
6560,2021-08-10 20:15:00+00:00,173.7,173.7,173.7,173.7,166,3,173.700301
6561,2021-08-10 21:30:00+00:00,173.97,173.97,173.97,173.97,150,4,173.971067
6562,2021-08-11 11:15:00+00:00,173.63,173.63,173.63,173.63,131,5,173.687939
6563,2021-08-11 11:30:00+00:00,173.8,173.93,173.8,173.93,408,10,173.831275
6564,2021-08-11 12:45:00+00:00,173.97,173.97,173.97,173.97,100,1,173.97
6565,2021-08-11 13:00:00+00:00,174.0,174.0,174.0,174.0,164,4,173.998232
6566,2021-08-11 13:15:00+00:00,173.84,173.84,173.84,173.84,402,15,173.852624
6567,2021-08-11 13:30:00+00:00,174.25,174.47,173.79,173.89,215204,2826,174.214888
6568,2021-08-11 13:45:00+00:00,173.82,174.0621,173.649,173.72,96461,2199,173.870132
6569,2021-08-11 14:00:00+00:00,173.73,174.16,173.56,174.0,145314,2581,173.850743
6570,2021-08-11 14:15:00+00:00,173.98,174.14,173.84,174.13,123077,2002,173.9829
6571,2021-08-11 14:30:00+00:00,174.15,174.15,173.84,173.85,93388,1958,173.993406
6572,2021-08-11 14:45:00+00:00,173.86,174.0,173.71,173.87,97615,2076,173.830848
6573,2021-08-11 15:00:00+00:00,173.87,174.005,173.73,173.82,116928,2318,173.859747
6574,2021-08-11 15:15:00+00:00,173.83,173.9,173.72,173.76,107641,2014,173.78858
6575,2021-08-11 15:30:00+00:00,173.76,173.94,173.71,173.93,120891,2047,173.81121
6576,2021-08-11 15:45:00+00:00,173.94,174.1367,173.87,174.06,96923,1728,174.00276
6577,2021-08-11 16:00:00+00:00,174.07,174.07,173.7437,173.77,97172,1628,173.877643
6578,2021-08-11 16:15:00+00:00,173.7599,173.9637,173.7599,173.88,80695,1453,173.872807
6579,2021-08-11 16:30:00+00:00,173.87,173.9,173.77,173.7984,57966,1209,173.826122
6580,2021-08-11 16:45:00+00:00,173.79,173.79,173.69,173.745,61832,1387,173.75058
6581,2021-08-11 17:00:00+00:00,173.75,173.98,173.69,173.94,91296,1835,173.818519
6582,2021-08-11 17:15:00+00:00,173.965,174.04,173.91,173.92,71420,1308,173.954552
6583,2021-08-11 17:30:00+00:00,173.93,174.04,173.885,174.03,66334,1305,173.937539
6584,2021-08-11 17:45:00+00:00,174.02,174.06,173.945,173.9717,63514,1282,174.006788
6585,2021-08-11 18:00:00+00:00,173.98,174.0,173.63,173.64,90479,1756,173.851176
6586,2021-08-11 18:15:00+00:00,173.645,173.79,173.63,173.78,102826,1649,173.709593
6587,2021-08-11 18:30:00+00:00,173.8,173.84,173.68,173.6984,95438,1527,173.772409
6588,2021-08-11 18:45:00+00:00,173.69,173.83,173.68,173.82,111078,1878,173.750475
6589,2021-08-11 19:00:00+00:00,173.8,173.93,173.79,173.845,109619,2014,173.843014
6590,2021-08-11 19:15:00+00:00,173.8417,173.99,173.84,173.9,215088,3123,173.921298
6591,2021-08-11 19:30:00+00:00,173.9,173.98,173.77,173.795,198427,3224,173.89421
6592,2021-08-11 19:45:00+00:00,173.8,173.915,173.75,173.81,651866,6486,173.812389
6593,2021-08-11 20:00:00+00:00,173.87,173.87,173.74,173.8,791661,61,173.800021
6594,2021-08-11 20:30:00+00:00,173.96,173.96,173.96,173.96,191,2,173.960995
6595,2021-08-11 23:15:00+00:00,173.99,173.99,173.99,173.99,500,4,173.98816
6596,2021-08-12 13:15:00+00:00,174.11,174.11,174.11,174.11,588,45,174.111207
6597,2021-08-12 13:30:00+00:00,173.82,174.03,173.59,173.795,208512,2652,173.902067
6598,2021-08-12 13:45:00+00:00,173.83,174.31,173.83,174.17,109319,2120,174.072939
6599,2021-08-12 14:00:00+00:00,174.13,174.32,173.99,174.27,122831,2223,174.151224
6600,2021-08-12 14:15:00+00:00,174.28,174.45,173.9,174.07,134363,2409,174.130381
6601,2021-08-12 14:30:00+00:00,174.08,174.47,174.01,174.4,83142,1762,174.192177
6602,2021-08-12 14:45:00+00:00,174.4,174.41,174.14,174.26,81723,1714,174.254988
6603,2021-08-12 15:00:00+00:00,174.265,174.29,174.11,174.205,59315,1358,174.207163
6604,2021-08-12 15:15:00+00:00,174.2,174.35,174.18,174.31,93007,1706,174.256651
6605,2021-08-12 15:30:00+00:00,174.33,174.41,174.25,174.4,71177,1493,174.35106
6606,2021-08-12 15:45:00+00:00,174.3982,174.43,174.26,174.26,78152,1540,174.360408
6607,2021-08-12 16:00:00+00:00,174.27,174.66,174.25,174.6,155923,2004,174.439466
6608,2021-08-12 16:15:00+00:00,174.6227,174.7,174.54,174.67,76435,1335,174.616616
6609,2021-08-12 16:30:00+00:00,174.66,174.72,174.6,174.65,65699,1354,174.663972
6610,2021-08-12 16:45:00+00:00,174.64,174.84,174.56,174.83,124809,1929,174.707464
6611,2021-08-12 17:00:00+00:00,174.83,174.93,174.8,174.91,152697,1886,174.863361
6612,2021-08-12 17:15:00+00:00,174.9,174.9763,174.86,174.9763,81366,1405,174.91995
6613,2021-08-12 17:30:00+00:00,174.9643,175.0,174.81,174.86,210155,1871,174.963322
6614,2021-08-12 17:45:00+00:00,174.87,174.97,174.78,174.96,51388,1136,174.884269
6615,2021-08-12 18:00:00+00:00,174.97,175.0,174.94,174.95,140297,1967,174.983319
6616,2021-08-12 18:15:00+00:00,174.95,175.21,174.9,175.11,327478,3123,175.047097
6617,2021-08-12 18:30:00+00:00,175.105,175.237,175.1,175.18,106930,1974,175.16201
6618,2021-08-12 18:45:00+00:00,175.17,175.28,175.115,175.2614,107740,1879,175.188968
6619,2021-08-12 19:00:00+00:00,175.28,175.29,175.12,175.15,91712,1724,175.221429
6620,2021-08-12 19:15:00+00:00,175.15,175.24,175.15,175.2263,81972,1827,175.200421
6621,2021-08-12 19:30:00+00:00,175.22,175.23,174.9575,174.98,170002,3282,175.103002
6622,2021-08-12 19:45:00+00:00,174.98,175.28,174.81,175.19,425172,6332,175.068518
6623,2021-08-12 20:00:00+00:00,175.17,175.2,175.05,175.2,569977,62,175.199911
6624,2021-08-12 22:00:00+00:00,175.21,175.34,175.2,175.34,879,4,175.273174
6625,2021-08-12 22:15:00+00:00,175.32,175.32,175.08,175.08,332,7,175.243614
6626,2021-08-12 23:30:00+00:00,175.1,175.1,175.1,175.1,295,8,175.102542
6627,2021-08-13 10:45:00+00:00,175.2,175.2,175.2,175.2,443,2,175.2
6628,2021-08-13 13:00:00+00:00,175.9,175.9,175.9,175.9,437,11,175.837034
6629,2021-08-13 13:15:00+00:00,175.1,175.1,175.07,175.07,608,55,175.207368
6630,2021-08-13 13:30:00+00:00,175.29,175.745,175.12,175.62,293494,3403,175.421019
6631,2021-08-13 13:45:00+00:00,175.62,176.11,175.5401,175.6,2506873,2942,175.331963
6632,2021-08-13 14:00:00+00:00,175.6,175.84,175.5,175.75,97118,2152,175.685849
6633,2021-08-13 14:15:00+00:00,175.77,175.87,175.62,175.67,95769,2049,175.736078
6634,2021-08-13 14:30:00+00:00,175.67,175.91,175.36,175.49,103104,2180,175.569445
6635,2021-08-13 14:45:00+00:00,175.49,175.51,175.32,175.46,107397,1823,175.3894
6636,2021-08-13 15:00:00+00:00,175.46,175.47,175.14,175.42,130128,2037,175.276649
6637,2021-08-13 15:15:00+00:00,175.43,175.86,175.42,175.86,134468,2131,175.659589
6638,2021-08-13 15:30:00+00:00,175.9,175.9,175.68,175.89,80844,1498,175.786468
6639,2021-08-13 15:45:00+00:00,175.8683,175.9,175.76,175.9,61600,1291,175.829178
6640,2021-08-13 16:00:00+00:00,175.91,175.91,175.59,175.635,68665,1240,175.735143
6641,2021-08-13 16:15:00+00:00,175.63,175.9,175.61,175.88,54257,1056,175.768567
6642,2021-08-13 16:30:00+00:00,175.87,175.91,175.8,175.81,53819,1116,175.866414
6643,2021-08-13 16:45:00+00:00,175.81,175.81,175.61,175.64,69307,1045,175.699366
6644,2021-08-13 17:00:00+00:00,175.633,175.7083,175.61,175.63,66505,895,175.639321
6645,2021-08-13 17:15:00+00:00,175.65,175.81,175.64,175.8,40453,940,175.746422
6646,2021-08-13 17:30:00+00:00,175.79,175.88,175.76,175.88,63551,1308,175.827317
6647,2021-08-13 17:45:00+00:00,175.88,176.01,175.88,175.9885,104511,1371,175.969256
6648,2021-08-13 18:00:00+00:00,175.97,176.04,175.94,176.03,75003,1090,175.983994
6649,2021-08-13 18:15:00+00:00,176.03,176.13,176.02,176.0698,71068,1278,176.07459
6650,2021-08-13 18:30:00+00:00,176.065,176.15,175.97,176.14,84916,1438,176.048242
6651,2021-08-13 18:45:00+00:00,176.155,176.24,176.06,176.085,60915,1122,176.130296
6652,2021-08-13 19:00:00+00:00,176.09,176.23,176.085,176.19,74265,1397,176.166741
6653,2021-08-13 19:15:00+00:00,176.19,176.22,176.11,176.215,85358,1431,176.164976
6654,2021-08-13 19:30:00+00:00,176.21,176.27,175.92,175.93,153003,2455,176.136474
6655,2021-08-13 19:45:00+00:00,175.9385,176.29,175.81,176.23,479039,5950,176.02616
6656,2021-08-13 20:00:00+00:00,176.25,176.25,176.25,176.25,655344,57,176.250011
6657,2021-08-13 20:15:00+00:00,176.25,176.25,176.25,176.25,200,1,176.25
6658,2021-08-13 21:30:00+00:00,176.49,176.49,176.49,176.49,199,2,176.489397
6659,2021-08-13 21:45:00+00:00,176.25,176.25,176.25,176.25,104,3,176.251154
6660,2021-08-13 22:30:00+00:00,176.25,176.25,176.25,176.25,1,1,176.25
6661,2021-08-13 23:00:00+00:00,176.25,176.25,176.01,176.01,100,1,176.01
6662,2021-08-16 11:30:00+00:00,176.55,176.55,176.55,176.55,265,10,176.521925
6663,2021-08-16 11:45:00+00:00,176.0,176.0,176.0,176.0,323,12,176.00774
6664,2021-08-16 12:30:00+00:00,176.6,176.6,176.6,176.6,102,3,176.595588
6665,2021-08-16 13:00:00+00:00,176.0,176.0,175.15,175.38,1765,80,175.834402
6666,2021-08-16 13:15:00+00:00,176.25,176.25,176.25,176.25,226,5,176.254757
6667,2021-08-16 13:30:00+00:00,176.55,176.67,175.95,175.99,329873,3480,176.443352
6668,2021-08-16 13:45:00+00:00,176.01,177.09,175.98,176.96,253672,3854,176.520928
6669,2021-08-16 14:00:00+00:00,177.04,177.21,176.72,176.77,175005,3007,177.030964
6670,2021-08-16 14:15:00+00:00,176.78,176.79,176.36,176.59,198391,3260,176.590572
6671,2021-08-16 14:30:00+00:00,176.59,176.96,176.52,176.86,125500,2292,176.776682
6672,2021-08-16 14:45:00+00:00,176.8513,177.28,176.77,177.26,166995,2673,177.021812
6673,2021-08-16 15:00:00+00:00,177.25,177.48,177.1698,177.2203,174046,2715,177.343708
6674,2021-08-16 15:15:00+00:00,177.23,177.3,177.0601,177.235,113345,2108,177.164723
6675,2021-08-16 15:30:00+00:00,177.235,177.25,177.0,177.21,118795,2098,177.134478
6676,2021-08-16 15:45:00+00:00,177.21,177.29,177.13,177.21,85407,1589,177.202762
6677,2021-08-16 16:00:00+00:00,177.22,177.399,177.2,177.2726,120395,2105,177.292802
6678,2021-08-16 16:15:00+00:00,177.3,177.41,177.2,177.365,76280,1475,177.303319
6679,2021-08-16 16:30:00+00:00,177.3799,177.45,177.195,177.29,71044,1379,177.306492
6680,2021-08-16 16:45:00+00:00,177.3,177.34,177.21,177.2271,63675,1291,177.273368
6681,2021-08-16 17:00:00+00:00,177.215,177.26,177.06,177.22,89587,1594,177.16864
6682,2021-08-16 17:15:00+00:00,177.21,177.33,177.17,177.26,76387,1670,177.240515
6683,2021-08-16 17:30:00+00:00,177.26,177.4,177.1684,177.1684,80085,1486,177.294036
6684,2021-08-16 17:45:00+00:00,177.17,177.255,177.12,177.255,65568,1416,177.179041
6685,2021-08-16 18:00:00+00:00,177.25,177.29,177.1739,177.23,87331,1338,177.227568
6686,2021-08-16 18:15:00+00:00,177.235,177.39,177.16,177.32,103524,1649,177.266756
6687,2021-08-16 18:30:00+00:00,177.32,177.44,177.31,177.425,82864,1778,177.374469
6688,2021-08-16 18:45:00+00:00,177.4337,177.5,177.4001,177.48,98894,1838,177.452536
6689,2021-08-16 19:00:00+00:00,177.49,177.55,177.39,177.49,121091,2061,177.470481
6690,2021-08-16 19:15:00+00:00,177.495,177.55,177.43,177.43,118861,2129,177.487864
6691,2021-08-16 19:30:00+00:00,177.43,177.56,177.37,177.5,204619,2956,177.468675
6692,2021-08-16 19:45:00+00:00,177.495,177.89,177.495,177.87,476797,5781,177.695199
6693,2021-08-16 20:00:00+00:00,177.89,177.89,177.84,177.84,888180,59,177.840028
6694,2021-08-16 20:15:00+00:00,177.84,177.84,177.84,177.84,6748,6,177.840547
6695,2021-08-16 20:45:00+00:00,177.84,177.84,177.84,177.84,213,6,177.840845
6696,2021-08-16 23:00:00+00:00,177.84,177.84,177.84,177.84,75,4,177.626
6697,2021-08-17 11:00:00+00:00,177.4,177.4,177.4,177.4,253,11,177.334466
6698,2021-08-17 11:15:00+00:00,177.0,177.0,177.0,177.0,150,5,177.0044
6699,2021-08-17 11:45:00+00:00,177.45,177.45,177.45,177.45,100,1,177.45
6700,2021-08-17 12:30:00+00:00,177.0,177.0,177.0,177.0,359,10,176.982396
6701,2021-08-17 12:45:00+00:00,176.6728,176.6728,176.6728,176.6728,135,2,176.682696
6702,2021-08-17 13:00:00+00:00,176.6316,176.6316,176.6316,176.6316,239,14,176.718894
6703,2021-08-17 13:15:00+00:00,177.4,177.4,177.34,177.34,414,17,177.358442
6704,2021-08-17 13:30:00+00:00,177.0,178.37,177.0,178.16,308799,4055,177.896586
6705,2021-08-17 13:45:00+00:00,178.17,178.69,178.02,178.67,142741,2889,178.33403
6706,2021-08-17 14:00:00+00:00,178.65,179.11,178.555,178.92,280078,4411,178.897083
6707,2021-08-17 14:15:00+00:00,178.9173,178.93,178.46,178.66,250918,3799,178.679562
6708,2021-08-17 14:30:00+00:00,178.66,178.82,178.49,178.68,309637,4109,178.660803
6709,2021-08-17 14:45:00+00:00,178.67,178.82,178.62,178.75,174996,2772,178.734518
6710,2021-08-17 15:00:00+00:00,178.76,179.25,178.69,179.18,190222,3196,178.883097
6711,2021-08-17 15:15:00+00:00,179.18,179.3,178.9,178.92,227387,3124,179.146402
6712,2021-08-17 15:30:00+00:00,178.91,178.98,178.51,178.64,133951,2337,178.786329
6713,2021-08-17 15:45:00+00:00,178.65,178.689,178.47,178.53,177223,2722,178.572764
6714,2021-08-17 16:00:00+00:00,178.56,178.62,178.33,178.47,194072,2423,178.484815
6715,2021-08-17 16:15:00+00:00,178.43,178.4416,178.15,178.4068,157839,1906,178.375534
6716,2021-08-17 16:30:00+00:00,178.391,178.49,178.25,178.44,136436,2261,178.367345
6717,2021-08-17 16:45:00+00:00,178.46,178.64,178.36,178.57,222409,3079,178.525539
6718,2021-08-17 17:00:00+00:00,178.56,178.7,178.46,178.63,162824,2597,178.581658
6719,2021-08-17 17:15:00+00:00,178.61,178.63,178.35,178.62,123849,2190,178.468456
6720,2021-08-17 17:30:00+00:00,178.62,178.69,178.39,178.5,89437,1668,178.541776
6721,2021-08-17 17:45:00+00:00,178.48,178.67,178.415,178.48,91716,1962,178.522348
6722,2021-08-17 18:00:00+00:00,178.49,178.75,178.49,178.72,76687,1645,178.625012
6723,2021-08-17 18:15:00+00:00,178.73,178.75,178.5901,178.65,90550,1942,178.674273
6724,2021-08-17 18:30:00+00:00,178.63,178.63,178.4,178.48,107390,1941,178.512542
6725,2021-08-17 18:45:00+00:00,178.48,178.77,178.48,178.71,88397,1600,178.659709
6726,2021-08-17 19:00:00+00:00,178.71,178.96,178.71,178.87,89553,1829,178.85174
6727,2021-08-17 19:15:00+00:00,178.89,178.92,178.71,178.74,135786,2369,178.829198
6728,2021-08-17 19:30:00+00:00,178.74,179.06,178.74,178.85,205916,3463,178.935025
6729,2021-08-17 19:45:00+00:00,178.8569,179.51,178.845,179.49,727171,8844,179.194535
6730,2021-08-17 20:00:00+00:00,179.48,179.48,178.65,179.46,1098687,93,179.469638
6731,2021-08-17 20:30:00+00:00,179.46,179.46,179.46,179.46,217,14,179.457903
6732,2021-08-17 21:45:00+00:00,179.46,179.46,179.46,179.46,102,3,179.447941
6733,2021-08-17 23:00:00+00:00,179.47,179.47,179.47,179.47,250,4,179.43872
6734,2021-08-17 23:30:00+00:00,179.0,179.0,179.0,179.0,500,1,179.0
6735,2021-08-18 11:00:00+00:00,178.5,178.5,178.5,178.5,103,2,178.520097
6736,2021-08-18 11:15:00+00:00,179.12,179.12,179.12,179.12,183,4,179.118579
6737,2021-08-18 12:30:00+00:00,179.0,179.3,179.0,179.3,205,4,179.146829
6738,2021-08-18 13:00:00+00:00,179.15,179.15,179.15,179.15,845,19,179.143343
6739,2021-08-18 13:15:00+00:00,179.3,179.3,179.3,179.3,354,12,179.299308
6740,2021-08-18 13:30:00+00:00,179.5,179.5,178.06,178.85,349542,4375,178.990088
6741,2021-08-18 13:45:00+00:00,178.81,179.24,178.67,178.7,154533,2737,178.946182
6742,2021-08-18 14:00:00+00:00,178.705,179.03,178.3232,178.645,172963,2774,178.679972
6743,2021-08-18 14:15:00+00:00,178.6471,178.79,178.468,178.49,133216,2334,178.611295
6744,2021-08-18 14:30:00+00:00,178.46,178.77,178.07,178.12,214182,3216,178.468294
6745,2021-08-18 14:45:00+00:00,178.09,178.17,177.91,178.065,179148,2877,178.030431
6746,2021-08-18 15:00:00+00:00,178.06,178.08,177.8,178.08,173994,2785,177.930946
6747,2021-08-18 15:15:00+00:00,178.075,178.54,178.04,178.5,164380,2505,178.301949
6748,2021-08-18 15:30:00+00:00,178.52,178.64,178.42,178.63,91418,1837,178.536519
6749,2021-08-18 15:45:00+00:00,178.64,178.64,178.2601,178.3,80580,1503,178.416555
6750,2021-08-18 16:00:00+00:00,178.34,178.6799,178.34,178.65,95446,1568,178.507098
6751,2021-08-18 16:15:00+00:00,178.66,178.67,178.33,178.34,73786,1556,178.580339
6752,2021-08-18 16:30:00+00:00,178.32,178.37,178.21,178.36,71571,1441,178.288819
6753,2021-08-18 16:45:00+00:00,178.36,178.48,178.34,178.48,63663,1242,178.397957
6754,2021-08-18 17:00:00+00:00,178.492,178.52,178.3,178.34,53738,1227,178.42336
6755,2021-08-18 17:15:00+00:00,178.35,178.35,178.1,178.2,92930,1772,178.166355
6756,2021-08-18 17:30:00+00:00,178.2,178.385,178.17,178.345,67757,1229,178.297946
6757,2021-08-18 17:45:00+00:00,178.34,178.4,178.3101,178.3353,48653,1198,178.351604
6758,2021-08-18 18:00:00+00:00,178.335,178.49,178.15,178.16,120284,1981,178.29751
6759,2021-08-18 18:15:00+00:00,178.15,178.22,178.05,178.22,171777,2695,178.11496
6760,2021-08-18 18:30:00+00:00,178.21,178.35,178.03,178.04,86967,1604,178.215133
6761,2021-08-18 18:45:00+00:00,178.04,178.14,177.88,178.095,138152,2311,178.009774
6762,2021-08-18 19:00:00+00:00,178.08,178.11,177.92,178.02,187300,2099,178.031664
6763,2021-08-18 19:15:00+00:00,178.02,178.23,177.98,177.9817,322299,3779,178.059292
6764,2021-08-18 19:30:00+00:00,177.99,178.22,177.78,178.22,586160,6400,177.943144
6765,2021-08-18 19:45:00+00:00,178.23,178.27,177.13,177.18,1205346,11891,177.638844
6766,2021-08-18 20:00:00+00:00,177.26,177.36,177.19,177.25,1733206,82,177.200573
6767,2021-08-18 20:15:00+00:00,177.19,177.25,177.19,177.25,671,9,177.21924
6768,2021-08-18 20:30:00+00:00,177.3,177.3,177.3,177.3,308,11,177.269935
6769,2021-08-18 20:45:00+00:00,177.3,177.3,177.25,177.25,1176,11,177.254719
6770,2021-08-18 21:15:00+00:00,177.25,177.25,177.25,177.25,102,2,177.25
6771,2021-08-18 22:00:00+00:00,177.25,177.25,177.25,177.25,433,6,177.25485
6772,2021-08-18 22:30:00+00:00,177.5,177.5,177.5,177.5,300,1,177.5
6773,2021-08-18 22:45:00+00:00,177.95,177.95,177.95,177.95,1905,4,177.949606
6774,2021-08-18 23:00:00+00:00,177.19,177.95,177.19,177.95,224,4,177.968214
6775,2021-08-18 23:15:00+00:00,178.14,178.14,177.95,177.95,750,2,178.089333
6776,2021-08-18 23:30:00+00:00,177.95,177.95,177.95,177.95,167,2,177.95
6777,2021-08-18 23:45:00+00:00,178.14,178.145,178.14,178.14,751,12,178.11241
6778,2021-08-19 09:30:00+00:00,175.52,175.52,175.52,175.52,301,13,175.502126
6779,2021-08-19 11:00:00+00:00,176.56,177.0,176.56,177.0,4042,28,176.653199
6780,2021-08-19 12:30:00+00:00,176.06,176.06,176.06,176.06,125,7,176.05544
6781,2021-08-19 12:45:00+00:00,176.02,176.04,176.02,176.04,512,4,176.032988
6782,2021-08-19 13:15:00+00:00,176.46,176.6,176.4,176.4,1740,64,176.445273
6783,2021-08-19 13:30:00+00:00,176.72,177.83,176.07,177.71,362735,5060,177.021178
6784,2021-08-19 13:45:00+00:00,177.73,178.58,177.39,178.38,171015,3070,177.968682
6785,2021-08-19 14:00:00+00:00,178.3994,178.7,177.8163,178.425,231160,3609,178.344866
6786,2021-08-19 14:15:00+00:00,178.4,178.5,178.22,178.38,136103,2488,178.363915
6787,2021-08-19 14:30:00+00:00,178.4199,178.5,178.045,178.15,109841,2094,178.246767
6788,2021-08-19 14:45:00+00:00,178.19,178.85,178.0,178.83,254378,2994,178.288559
6789,2021-08-19 15:00:00+00:00,178.86,178.9,178.59,178.6201,164302,2985,178.758831
6790,2021-08-19 15:15:00+00:00,178.65,178.76,178.31,178.47,266869,2712,178.631199
6791,2021-08-19 15:30:00+00:00,178.47,178.88,178.43,178.83,132817,2649,178.559119
6792,2021-08-19 15:45:00+00:00,178.84,179.19,178.82,179.0,157905,2488,179.02897
6793,2021-08-19 16:00:00+00:00,179.0,179.24,178.9655,178.99,155147,2549,179.088423
6794,2021-08-19 16:15:00+00:00,178.98,179.04,178.79,178.9283,126007,2747,178.921209
6795,2021-08-19 16:30:00+00:00,178.965,179.11,178.8,179.07,146199,2353,178.984447
6796,2021-08-19 16:45:00+00:00,179.07,179.3269,179.04,179.12,144465,2219,179.172241
6797,2021-08-19 17:00:00+00:00,179.13,179.1465,178.73,178.8,91417,1814,178.913605
6798,2021-08-19 17:15:00+00:00,178.74,178.7986,178.49,178.49,77243,1716,178.666817
6799,2021-08-19 17:30:00+00:00,178.52,178.555,178.33,178.47,87262,2001,178.425039
6800,2021-08-19 17:45:00+00:00,178.5,178.6198,178.23,178.24,78995,1849,178.443606
6801,2021-08-19 18:00:00+00:00,178.24,178.347,178.09,178.21,143079,2389,178.222794
6802,2021-08-19 18:15:00+00:00,178.2,178.4,178.18,178.26,99554,2044,178.303266
6803,2021-08-19 18:30:00+00:00,178.27,178.36,177.99,178.33,156191,2721,178.175485
6804,2021-08-19 18:45:00+00:00,178.32,178.85,178.24,178.7712,99095,2003,178.546287
6805,2021-08-19 19:00:00+00:00,178.81,179.04,178.79,178.85,128362,2366,178.932584
6806,2021-08-19 19:15:00+00:00,178.86,179.06,178.84,178.9383,129954,2373,178.968563
6807,2021-08-19 19:30:00+00:00,178.93,179.01,178.55,178.69,151286,3435,178.808189
